Id_hp,Nama_hp,Brand,Harga,Ram,Memori_internal,Ukuran_layar,Resolusi_kamera,Kapasitas_baterai,Os,Rating_pengguna,Tahun_rilis,Stok_tersedia,Label
242,Huawei Max 7,Huawei,5892151,8,128,6.1,64MP,6000,Android,3.0,2019-09-12 00:00:00,False,Photographer
243,Huawei Max 8,Huawei,23542315,4,512,6.8,48MP,4000,Android,1.9,7/25/2023,True,Daily
244,Huawei Max 9,Huawei,17697430,6,128,6.1,12MP,4500,Android,3.0,6/24/2023,False,Daily
245,Huawei Note 20,Huawei,8102610,4,64,6.8,108MP,5000,Android,4.2,7/13/2019,False,Photographer
246,Huawei Note 20,Huawei,23465181,4,512,6.5,50MP,4500,Android,3.5,5/31/2021,True,Photographer
247,Huawei Note 22,Huawei,9153014,4,256,6.4,50MP,5000,Android,3.1,2020-09-07 00:00:00,False,Photographer
248,Huawei Note 24,Huawei,17007389,8,64,6.1,64MP,5000,Android,3.4,2/20/2022,False,Photographer
249,Huawei Note 24,Huawei,11222637,6,64,6.4,50MP,4000,Android,2.8,2023-08-07 00:00:00,True,Photographer
250,Huawei Note 24,Huawei,11670588,4,64,5.5,64MP,4500,Android,3.0,2021-08-11 00:00:00,False,Photographer
251,Huawei Note 25,Huawei,5633706,8,64,6.1,108MP,4000,Android,4.1,2019-06-05 00:00:00,True,Photographer
252,Huawei Note 26,Huawei,10663808,8,512,6.1,50MP,5000,Android,1.3,1/20/2019,False,Daily
253,Huawei Note 26,Huawei,9695857,12,64,6.4,108MP,4500,Android,5.0,4/27/2020,False,Photographer
254,Huawei Note 30,Huawei,9550982,12,512,6.1,64MP,6000,Android,3.4,7/13/2019,True,Photographer
255,Huawei Note 6,Huawei,13416884,8,512,6.8,12MP,5000,Android,4.4,10/21/2019,False,Daily
256,Huawei Note 6,Huawei,8413470,8,128,6.4,50MP,4000,Android,4.5,8/17/2021,True,Photographer
257,Huawei Note 7,Huawei,24605267,12,512,6.7,48MP,4000,Android,2.5,2/27/2020,True,Daily
258,Huawei Note 7,Huawei,13281586,4,64,6.7,64MP,5000,Android,1.4,2019-10-04 00:00:00,True,Photographer
259,Huawei Note 7,Huawei,11475670,12,64,6.8,12MP,5000,Android,2.8,2019-09-03 00:00:00,False,Gaming
260,Huawei Note 7,Huawei,17990750,12,128,6.1,12MP,5000,Android,2.3,2022-09-04 00:00:00,False,Daily
261,Huawei Note 7,Huawei,16259933,8,128,5.5,108MP,4000,Android,1.9,2/26/2024,False,Photographer
262,Huawei Note 8,Huawei,15897943,8,64,6.1,48MP,5000,Android,2.0,2019-05-05 00:00:00,False,Daily
263,Huawei Pro 10,Huawei,18842212,16,512,6.4,108MP,4500,Android,3.7,3/29/2020,True,Photographer
264,Huawei Pro 11,Huawei,16078461,8,64,5.5,50MP,5000,Android,3.6,7/16/2020,False,Daily
265,Huawei Pro 12,Huawei,14997570,12,128,5.5,108MP,4000,Android,1.2,2020-04-01 00:00:00,True,Photographer
266,Huawei Pro 13,Huawei,24706786,8,128,5.5,64MP,5000,Android,4.2,11/18/2022,True,Photographer
267,Huawei Pro 13,Huawei,6150275,4,512,6.8,108MP,6000,Android,5.0,2019-11-03 00:00:00,True,Photographer
268,Huawei Pro 14,Huawei,23717442,12,256,6.8,48MP,5000,Android,1.1,8/20/2019,True,Gaming
269,Huawei Pro 16,Huawei,21711718,16,512,6.8,12MP,4000,Android,3.0,4/26/2020,False,Daily
270,Huawei Pro 16,Huawei,4610357,4,256,5.5,48MP,4000,Android,4.2,5/15/2022,True,Daily
271,Huawei Pro 19,Huawei,15725526,8,64,6.7,50MP,6000,Android,4.8,7/31/2021,False,Photographer
272,Huawei Pro 19,Huawei,13092674,8,128,6.1,64MP,4000,Android,4.2,2022-10-12 00:00:00,True,Photographer
273,Huawei Pro 19,Huawei,13789732,16,64,6.7,50MP,4000,Android,2.7,2021-05-02 00:00:00,False,Photographer
274,Huawei Pro 19,Huawei,24608863,6,512,6.1,108MP,5000,Android,4.6,2/19/2021,False,Photographer
275,Huawei Pro 20,Huawei,14086194,4,512,6.4,108MP,6000,Android,4.5,2/16/2024,False,Photographer
276,Huawei Pro 20,Huawei,9909906,8,64,6.5,108MP,4000,Android,4.2,2022-04-02 00:00:00,True,Photographer
277,Huawei Pro 21,Huawei,12703835,16,128,6.1,64MP,4000,Android,3.6,2022-12-01 00:00:00,False,Photographer
278,Huawei Pro 21,Huawei,17280571,6,256,5.5,50MP,4000,Android,2.0,11/30/2023,True,Daily
279,Huawei Pro 22,Huawei,16616387,16,128,6.1,50MP,5000,Android,3.8,2019-11-09 00:00:00,False,Gaming
280,Huawei Pro 23,Huawei,14783786,16,256,6.1,108MP,4000,Android,4.0,2022-12-04 00:00:00,False,Photographer
281,Huawei Pro 23,Huawei,22803884,8,128,6.4,48MP,4500,Android,4.0,11/22/2022,False,Daily
282,Huawei Pro 27,Huawei,18105376,16,64,6.7,64MP,4500,Android,4.4,8/14/2020,True,Photographer
283,Huawei Pro 27,Huawei,16507681,4,512,6.5,50MP,6000,Android,2.7,2019-05-11 00:00:00,False,Photographer
284,Huawei Pro 28,Huawei,22900811,6,128,6.1,64MP,4000,Android,4.6,10/29/2023,False,Photographer
285,Huawei Pro 30,Huawei,18012910,8,64,6.8,50MP,5000,Android,2.1,2020-03-06 00:00:00,False,Photographer
286,Huawei Pro 30,Huawei,21656599,4,512,5.5,64MP,4000,Android,1.6,6/20/2021,True,Photographer
287,Huawei Pro 5,Huawei,8902602,8,256,6.4,64MP,5000,Android,3.2,11/21/2023,True,Photographer
288,Huawei Pro 6,Huawei,23220912,12,64,6.1,12MP,4000,Android,4.7,2020-11-05 00:00:00,False,Daily
289,Huawei Pro 7,Huawei,18184691,4,128,5.5,50MP,4500,Android,1.7,2019-03-10 00:00:00,False,Daily
290,Huawei Pro 8,Huawei,2937896,4,64,5.5,48MP,6000,Android,4.9,2019-04-06 00:00:00,True,Daily
291,Huawei Pro 9,Huawei,23363345,4,128,6.5,48MP,5000,Android,3.8,2019-12-09 00:00:00,False,Daily
292,Huawei Ultra 10,Huawei,24681567,8,256,5.5,48MP,6000,Android,3.6,2023-05-06 00:00:00,False,Daily
293,Huawei Ultra 11,Huawei,5634552,16,256,6.7,108MP,5000,Android,3.3,2022-12-04 00:00:00,True,Gaming
294,Huawei Ultra 14,Huawei,3502424,8,512,6.7,48MP,4000,Android,3.8,8/31/2020,False,Daily
295,Huawei Ultra 14,Huawei,13928755,4,256,6.7,108MP,5000,Android,3.6,2022-12-02 00:00:00,False,Photographer
296,Huawei Ultra 17,Huawei,13471498,8,256,6.5,64MP,4000,Android,1.2,2019-10-03 00:00:00,False,Photographer
297,Huawei Ultra 17,Huawei,8323345,16,256,5.5,12MP,4500,Android,3.0,2022-09-06 00:00:00,True,Gaming
298,Huawei Ultra 20,Huawei,14422919,6,256,6.1,108MP,5000,Android,4.6,2020-06-09 00:00:00,True,Photographer
299,Huawei Ultra 20,Huawei,11396306,16,512,6.5,48MP,6000,Android,2.0,3/28/2020,True,Gaming
300,Huawei Ultra 25,Huawei,5482337,8,256,6.4,108MP,6000,Android,1.2,2019-11-08 00:00:00,True,Photographer
301,Huawei Ultra 27,Huawei,20970085,4,64,5.5,12MP,6000,Android,4.0,12/29/2020,False,Daily
302,Huawei Ultra 29,Huawei,18357699,8,256,6.4,64MP,6000,Android,1.4,2019-10-04 00:00:00,True,Photographer
303,Huawei Ultra 29,Huawei,5508696,6,256,6.4,48MP,6000,Android,4.4,2019-01-01 00:00:00,False,Daily
304,Huawei Ultra 29,Huawei,13706799,4,128,6.4,64MP,5000,Android,3.3,2023-12-08 00:00:00,True,Photographer
305,Huawei Ultra 30,Huawei,2172356,12,512,6.8,48MP,4000,Android,1.5,7/18/2019,True,Daily
306,Huawei Ultra 5,Huawei,24856666,6,64,6.4,48MP,5000,Android,3.5,2021-06-01 00:00:00,False,Daily
307,Huawei Ultra 5,Huawei,20517945,16,256,6.5,50MP,5000,Android,4.1,4/30/2021,True,Gaming
308,Huawei Ultra 5,Huawei,6794991,4,512,6.4,48MP,5000,Android,3.5,2022-03-01 00:00:00,False,Daily
309,Huawei Ultra 5,Huawei,8893291,16,128,6.4,50MP,4000,Android,1.3,2023-11-05 00:00:00,False,Photographer
310,Huawei Ultra 6,Huawei,12468185,8,512,6.5,12MP,4500,Android,3.8,2023-10-05 00:00:00,True,Daily
311,Huawei Ultra 7,Huawei,4359689,16,64,6.5,50MP,5000,Android,2.5,7/20/2019,True,Gaming
312,Huawei Ultra 7,Huawei,12296202,12,64,6.1,108MP,6000,Android,2.0,2020-06-10 00:00:00,True,Photographer
313,Huawei Ultra 7,Huawei,2630707,8,256,6.7,50MP,6000,Android,1.1,1/25/2022,False,Photographer
314,Huawei Ultra 9,Huawei,24214496,8,512,6.4,48MP,4000,Android,1.3,4/14/2023,False,Daily
315,Huawei Ultra 9,Huawei,9740349,4,512,6.1,48MP,5000,Android,1.4,3/24/2024,False,Daily
316,Infinix Max 10,Infinix,4771258,6,64,6.8,12MP,4500,Android,3.5,12/22/2022,False,Daily
317,Infinix Max 11,Infinix,6662126,8,128,6.5,48MP,6000,Android,4.4,2023-10-06 00:00:00,False,Daily
318,Infinix Max 11,Infinix,17860488,12,512,6.5,64MP,4500,Android,4.8,2020-07-07 00:00:00,True,Photographer
319,Infinix Max 12,Infinix,24354169,6,256,6.5,12MP,4500,Android,1.5,2019-09-03 00:00:00,False,Daily
320,Infinix Max 12,Infinix,22151604,8,128,6.7,108MP,6000,Android,3.8,12/21/2021,True,Photographer
321,Infinix Max 14,Infinix,1874592,8,128,6.4,108MP,4000,Android,1.8,2019-01-01 00:00:00,True,Photographer
322,Infinix Max 15,Infinix,20759307,6,512,6.4,50MP,4000,Android,2.6,2019-06-03 00:00:00,False,Photographer
323,Infinix Max 15,Infinix,19841054,6,256,6.1,108MP,4000,Android,4.1,2020-11-05 00:00:00,True,Photographer
324,Infinix Max 15,Infinix,16237447,16,64,6.8,12MP,6000,Android,2.0,5/19/2023,False,Gaming
325,Infinix Max 16,Infinix,23234751,8,128,6.8,50MP,5000,Android,3.9,7/29/2021,True,Photographer
326,Infinix Max 18,Infinix,7895681,4,256,6.5,108MP,5000,Android,3.8,2021-10-01 00:00:00,False,Photographer
327,Infinix Max 19,Infinix,20967971,8,128,6.4,50MP,5000,Android,2.5,6/16/2024,False,Photographer
328,Infinix Max 19,Infinix,21229524,16,512,6.4,50MP,6000,Android,4.1,4/14/2023,False,Gaming
329,Infinix Max 20,Infinix,23144184,4,128,5.5,12MP,5000,Android,4.9,8/17/2022,False,Daily
330,Infinix Max 21,Infinix,12208202,12,256,5.5,108MP,6000,Android,2.6,3/13/2023,False,Photographer
331,Infinix Max 24,Infinix,7914301,12,64,6.4,48MP,4500,Android,2.5,12/23/2022,True,Daily
332,Infinix Max 25,Infinix,7479001,4,128,6.1,48MP,5000,Android,3.6,2021-12-01 00:00:00,True,Daily
333,Infinix Max 26,Infinix,10388227,12,256,6.1,64MP,4500,Android,4.5,2019-09-05 00:00:00,True,Photographer
334,Infinix Max 27,Infinix,14974845,8,128,6.1,48MP,4500,Android,4.1,2021-05-01 00:00:00,False,Daily
335,Infinix Max 27,Infinix,21154413,6,64,6.4,12MP,5000,Android,2.1,2/17/2023,False,Daily
336,Infinix Max 27,Infinix,17724975,4,256,5.5,50MP,4000,Android,3.1,5/20/2023,False,Daily
337,Infinix Max 27,Infinix,4221798,6,64,5.5,108MP,4500,Android,4.8,2021-06-04 00:00:00,True,Photographer
338,Infinix Max 27,Infinix,22090369,6,128,6.5,48MP,4000,Android,3.8,2023-12-07 00:00:00,True,Daily
339,Infinix Max 28,Infinix,22673918,6,64,6.5,64MP,5000,Android,3.9,2021-06-01 00:00:00,True,Photographer
340,Infinix Max 5,Infinix,5961516,16,512,6.1,64MP,4000,Android,3.2,2020-03-06 00:00:00,False,Photographer
341,Infinix Max 5,Infinix,12906917,8,256,6.4,50MP,5000,Android,2.3,2/20/2023,True,Photographer
342,Infinix Max 6,Infinix,21239769,4,512,6.7,48MP,6000,Android,5.0,10/13/2019,False,Daily
343,Infinix Note 11,Infinix,7782762,16,64,6.7,64MP,5000,Android,3.8,4/17/2019,True,Gaming
344,Infinix Note 11,Infinix,23292994,12,64,6.5,12MP,5000,Android,1.6,2/20/2024,True,Gaming
345,Infinix Note 12,Infinix,1788410,8,64,6.7,50MP,6000,Android,3.4,10/31/2021,True,Photographer
346,Infinix Note 13,Infinix,18303457,4,64,6.4,64MP,6000,Android,1.2,4/27/2023,True,Photographer
347,Infinix Note 13,Infinix,9128937,8,256,6.1,108MP,5000,Android,4.4,5/20/2024,False,Photographer
348,Infinix Note 14,Infinix,2275472,16,64,6.7,64MP,4000,Android,1.4,2023-07-10 00:00:00,False,Photographer
349,Infinix Note 14,Infinix,9904765,4,64,6.1,48MP,4000,Android,1.0,4/25/2023,False,Daily
350,Infinix Note 19,Infinix,5811213,4,64,6.4,108MP,4000,Android,4.9,2019-04-02 00:00:00,False,Photographer
351,Infinix Note 20,Infinix,14950781,6,128,6.5,50MP,4000,Android,2.1,12/22/2023,True,Photographer
352,Infinix Note 20,Infinix,22664251,4,256,6.4,50MP,4000,Android,4.8,11/13/2020,True,Photographer
353,Infinix Note 25,Infinix,24507451,6,64,6.1,108MP,6000,Android,4.7,2/26/2022,False,Photographer
354,Infinix Note 27,Infinix,13431200,4,256,6.7,48MP,5000,Android,3.9,9/22/2020,True,Daily
355,Infinix Note 6,Infinix,7867576,12,512,6.7,64MP,4000,Android,1.0,8/15/2021,False,Photographer
356,Infinix Note 7,Infinix,13023275,16,64,6.7,64MP,4500,Android,3.0,2021-11-08 00:00:00,True,Photographer
357,Infinix Note 7,Infinix,2757804,4,256,6.7,108MP,4000,Android,4.4,2023-08-01 00:00:00,True,Photographer
358,Infinix Note 7,Infinix,14537624,6,512,6.1,48MP,4500,Android,3.4,2/17/2019,True,Daily
359,Infinix Note 8,Infinix,7701930,16,64,5.5,108MP,4500,Android,3.3,1/30/2022,False,Photographer
360,Infinix Note 9,Infinix,9838405,12,512,6.5,12MP,6000,Android,4.7,11/16/2022,True,Gaming
361,Infinix Pro 12,Infinix,19487021,6,256,6.5,50MP,6000,Android,4.7,2020-03-05 00:00:00,False,Photographer
362,Infinix Pro 13,Infinix,18338256,12,128,6.7,108MP,4500,Android,2.7,6/16/2022,False,Photographer
363,Infinix Pro 15,Infinix,12585883,4,128,6.7,50MP,4500,Android,1.1,2023-08-11 00:00:00,True,Photographer
364,Infinix Pro 15,Infinix,1531432,12,256,6.8,12MP,4500,Android,3.2,4/26/2023,False,Daily
365,Infinix Pro 16,Infinix,15489644,4,256,5.5,48MP,6000,Android,3.9,2019-04-08 00:00:00,True,Daily
366,Infinix Pro 16,Infinix,7276893,16,512,6.1,50MP,5000,Android,3.0,6/26/2022,False,Gaming
367,Infinix Pro 16,Infinix,23117961,12,128,6.4,64MP,6000,Android,2.1,2024-05-02 00:00:00,True,Photographer
368,Infinix Pro 16,Infinix,21080967,4,64,6.8,48MP,5000,Android,3.2,11/30/2022,False,Daily
369,Infinix Pro 17,Infinix,9747361,12,64,5.5,50MP,6000,Android,2.0,8/21/2022,True,Daily
370,Infinix Pro 19,Infinix,18613561,8,256,5.5,108MP,5000,Android,1.2,2021-12-01 00:00:00,True,Photographer
371,Infinix Pro 19,Infinix,15212973,4,128,6.7,64MP,4500,Android,4.9,2022-03-06 00:00:00,True,Photographer
372,Infinix Pro 20,Infinix,7399077,12,128,5.5,48MP,5000,Android,3.1,1/22/2023,False,Daily
373,Infinix Pro 24,Infinix,22000806,6,64,6.7,64MP,6000,Android,2.2,10/16/2021,True,Photographer
374,Infinix Pro 26,Infinix,14159532,6,128,6.8,108MP,4500,Android,1.1,5/24/2020,False,Photographer
375,Infinix Pro 28,Infinix,24314676,12,512,6.7,50MP,5000,Android,4.3,5/13/2023,True,Gaming
376,Infinix Pro 29,Infinix,20601809,8,512,6.4,50MP,4500,Android,2.6,2/26/2022,False,Photographer
377,Infinix Pro 30,Infinix,10867915,4,64,6.4,64MP,6000,Android,2.0,2021-01-10 00:00:00,True,Photographer
378,Infinix Pro 30,Infinix,4857960,16,128,6.5,50MP,4500,Android,1.7,9/25/2023,False,Gaming
379,Infinix Pro 30,Infinix,5579890,6,64,6.5,50MP,4500,Android,3.5,2021-03-05 00:00:00,False,Photographer
380,Infinix Pro 6,Infinix,13108666,8,512,6.1,48MP,5000,Android,2.6,8/16/2023,False,Daily
381,Infinix Ultra 10,Infinix,17819194,6,256,6.7,64MP,4000,Android,2.3,2019-12-12 00:00:00,False,Photographer
382,Infinix Ultra 12,Infinix,15483653,12,256,6.8,50MP,4000,Android,1.2,8/29/2022,False,Photographer
383,Infinix Ultra 13,Infinix,18566466,8,256,6.5,108MP,6000,Android,3.3,12/29/2021,True,Photographer
384,Infinix Ultra 15,Infinix,8299241,16,128,6.4,50MP,6000,Android,4.2,2020-01-06 00:00:00,True,Gaming
385,Infinix Ultra 16,Infinix,15578882,8,128,6.4,50MP,5000,Android,4.6,2021-03-05 00:00:00,False,Photographer
386,Infinix Ultra 18,Infinix,17932515,8,512,6.1,48MP,5000,Android,5.0,2019-03-02 00:00:00,False,Daily
387,Infinix Ultra 19,Infinix,9642959,6,64,6.7,64MP,5000,Android,3.5,2019-10-02 00:00:00,False,Photographer
388,Infinix Ultra 20,Infinix,16331037,6,128,6.1,64MP,5000,Android,4.0,2020-07-02 00:00:00,True,Photographer
389,Infinix Ultra 20,Infinix,9131922,16,256,6.8,12MP,6000,Android,3.6,1/16/2024,False,Gaming
390,Infinix Ultra 20,Infinix,23388203,16,512,6.4,108MP,4500,Android,2.5,3/25/2023,True,Photographer
391,Infinix Ultra 21,Infinix,21387056,4,512,6.5,48MP,6000,Android,1.8,2021-09-11 00:00:00,True,Daily
392,Infinix Ultra 22,Infinix,2402133,16,256,6.5,12MP,6000,Android,1.7,6/29/2022,True,Gaming
393,Infinix Ultra 24,Infinix,11844266,12,512,6.4,108MP,4500,Android,2.8,3/31/2023,False,Photographer
394,Infinix Ultra 24,Infinix,10545385,6,64,5.5,48MP,6000,Android,1.7,6/22/2020,True,Daily
395,Infinix Ultra 26,Infinix,7491682,6,512,6.7,108MP,6000,Android,2.4,5/16/2024,True,Photographer
396,Infinix Ultra 5,Infinix,15660948,6,256,5.5,48MP,6000,Android,2.2,7/25/2023,True,Daily
397,Infinix Ultra 7,Infinix,3943632,6,128,6.4,64MP,6000,Android,1.1,9/18/2019,False,Photographer
398,Infinix Ultra 7,Infinix,10215192,8,512,6.7,12MP,4500,Android,3.4,5/18/2022,True,Daily
399,Infinix Ultra 8,Infinix,17077460,6,64,6.7,12MP,5000,Android,1.6,2/18/2023,True,Daily
400,Infinix Ultra 8,Infinix,7420651,12,256,6.8,48MP,4500,Android,3.1,3/21/2021,False,Daily
401,Infinix Ultra 8,Infinix,16783669,8,512,6.1,48MP,5000,Android,4.4,11/24/2023,False,Daily
402,Infinix Ultra 8,Infinix,15628116,12,128,6.5,48MP,6000,Android,3.3,4/23/2019,False,Gaming
403,Infinix Ultra 9,Infinix,10365881,4,256,6.5,108MP,4500,Android,1.8,12/26/2020,False,Photographer
404,Infinix Ultra 9,Infinix,18432854,8,512,6.7,108MP,5000,Android,2.0,4/13/2024,True,Photographer
405,OnePlus Max 11,OnePlus,8735041,6,64,6.8,48MP,4500,Android,4.2,11/23/2019,False,Daily
406,OnePlus Max 12,OnePlus,7747941,4,512,6.8,48MP,4500,Android,3.8,10/25/2020,False,Daily
407,OnePlus Max 12,OnePlus,18483138,12,64,6.5,64MP,4000,Android,1.4,8/24/2020,True,Photographer
408,OnePlus Max 14,OnePlus,9275871,8,64,5.5,64MP,6000,Android,4.1,2021-07-07 00:00:00,False,Photographer
409,OnePlus Max 14,OnePlus,23953047,4,64,6.1,64MP,4500,Android,4.8,2024-12-02 00:00:00,True,Photographer
410,OnePlus Max 14,OnePlus,4952524,12,128,6.4,48MP,4500,Android,1.2,4/24/2023,True,Daily
411,OnePlus Max 15,OnePlus,24802595,4,128,6.7,48MP,4000,Android,1.3,2024-03-02 00:00:00,True,Daily
412,OnePlus Max 16,OnePlus,8152872,8,256,6.7,48MP,5000,Android,3.0,9/25/2021,True,Daily
413,OnePlus Max 16,OnePlus,8377735,6,64,6.1,50MP,5000,Android,1.6,2023-01-05 00:00:00,False,Daily
414,OnePlus Max 16,OnePlus,8261376,16,256,6.7,12MP,4000,Android,2.1,3/25/2023,True,Daily
415,OnePlus Max 18,OnePlus,10860128,16,256,6.1,12MP,4000,Android,1.1,3/15/2019,True,Daily
416,OnePlus Max 20,OnePlus,4642389,6,128,6.1,48MP,4500,Android,2.6,2/28/2020,True,Daily
417,OnePlus Max 21,OnePlus,8115946,4,256,5.5,64MP,6000,Android,1.3,2022-07-09 00:00:00,True,Photographer
418,OnePlus Max 22,OnePlus,20451433,8,64,6.8,48MP,4500,Android,2.7,7/20/2023,False,Daily
419,OnePlus Max 22,OnePlus,14263329,6,512,6.5,50MP,4000,Android,2.7,2019-05-08 00:00:00,False,Photographer
420,OnePlus Max 24,OnePlus,7620415,12,512,6.4,50MP,6000,Android,4.9,8/13/2023,False,Photographer
421,OnePlus Max 24,OnePlus,21504076,16,128,5.5,50MP,6000,Android,2.5,8/15/2019,True,Gaming
422,OnePlus Max 25,OnePlus,21679889,4,64,5.5,108MP,5000,Android,4.8,2020-10-09 00:00:00,True,Photographer
423,OnePlus Max 25,OnePlus,10742634,6,256,6.5,12MP,5000,Android,1.6,9/17/2019,False,Daily
424,OnePlus Max 27,OnePlus,10688370,6,128,6.8,12MP,4000,Android,2.5,2019-12-03 00:00:00,True,Daily
425,OnePlus Max 29,OnePlus,23339156,16,256,6.5,108MP,4000,Android,3.6,12/18/2022,True,Photographer
426,OnePlus Max 29,OnePlus,23195647,12,64,6.1,50MP,4000,Android,4.4,6/17/2020,True,Daily
427,OnePlus Max 6,OnePlus,24038178,8,256,6.8,50MP,4500,Android,4.8,1/13/2019,False,Photographer
428,OnePlus Max 7,OnePlus,17165909,6,512,6.1,108MP,6000,Android,3.6,2022-06-02 00:00:00,True,Photographer
429,OnePlus Max 7,OnePlus,15015673,12,256,6.5,108MP,6000,Android,4.4,3/17/2021,False,Gaming
430,OnePlus Max 7,OnePlus,7607139,4,64,6.5,64MP,6000,Android,4.4,8/18/2022,False,Photographer
431,OnePlus Note 10,OnePlus,23836647,6,256,6.8,12MP,4500,Android,4.2,6/19/2019,True,Daily
432,OnePlus Note 10,OnePlus,3174423,8,64,6.8,12MP,5000,Android,3.1,9/16/2020,True,Daily
433,OnePlus Note 14,OnePlus,18924036,8,512,5.5,108MP,5000,Android,4.7,4/13/2023,False,Photographer
434,OnePlus Note 14,OnePlus,22454584,12,128,6.1,108MP,4000,Android,4.4,2022-01-11 00:00:00,True,Photographer
435,OnePlus Note 15,OnePlus,3638206,16,128,6.8,108MP,4500,Android,3.3,5/19/2021,True,Photographer
436,OnePlus Note 16,OnePlus,10178106,4,128,6.5,48MP,4500,Android,4.0,3/22/2023,False,Daily
437,OnePlus Note 17,OnePlus,14662641,16,256,5.5,12MP,4000,Android,3.3,5/15/2020,True,Daily
438,OnePlus Note 18,OnePlus,24545257,4,64,6.4,50MP,5000,Android,5.0,6/22/2022,True,Photographer
439,OnePlus Note 20,OnePlus,15159139,4,128,6.1,50MP,4500,Android,2.4,2021-07-08 00:00:00,False,Daily
440,OnePlus Note 21,OnePlus,2874382,16,256,6.1,12MP,6000,Android,1.5,2/13/2023,False,Gaming
441,OnePlus Note 21,OnePlus,20957928,6,512,6.5,50MP,4500,Android,2.8,4/28/2021,True,Photographer
442,OnePlus Note 22,OnePlus,2039270,6,64,6.4,64MP,6000,Android,4.2,2021-03-10 00:00:00,False,Photographer
443,OnePlus Note 25,OnePlus,23516633,8,64,6.7,64MP,4500,Android,3.3,1/24/2020,True,Photographer
444,OnePlus Note 25,OnePlus,22183205,16,128,5.5,12MP,4500,Android,3.5,11/21/2021,True,Gaming
445,OnePlus Note 25,OnePlus,20865610,16,128,6.1,108MP,4500,Android,2.2,2020-09-05 00:00:00,True,Photographer
446,OnePlus Note 28,OnePlus,24072223,12,256,6.1,64MP,6000,Android,4.2,5/25/2019,True,Photographer
447,OnePlus Note 28,OnePlus,24427412,4,64,6.5,12MP,5000,Android,4.1,1/27/2021,False,Daily
448,OnePlus Note 28,OnePlus,17304415,12,512,6.8,12MP,5000,Android,3.3,2022-04-11 00:00:00,True,Gaming
449,OnePlus Note 28,OnePlus,21331113,16,256,6.7,12MP,6000,Android,1.8,2023-03-06 00:00:00,False,Gaming
450,OnePlus Note 29,OnePlus,11202649,16,64,6.7,12MP,4500,Android,4.6,2020-03-06 00:00:00,True,Gaming
451,OnePlus Note 5,OnePlus,3355870,8,64,6.7,48MP,4000,Android,4.0,2019-07-05 00:00:00,True,Daily
452,OnePlus Note 5,OnePlus,13320834,8,256,6.8,50MP,4500,Android,4.5,2023-06-07 00:00:00,False,Photographer
453,OnePlus Note 7,OnePlus,8001184,16,128,6.8,64MP,4000,Android,3.7,2021-05-09 00:00:00,True,Photographer
454,OnePlus Note 9,OnePlus,14851430,12,64,6.4,50MP,4500,Android,1.7,11/27/2020,True,Photographer
455,OnePlus Note 9,OnePlus,10874500,4,512,6.1,12MP,4000,Android,5.0,1/16/2021,True,Daily
456,OnePlus Note 9,OnePlus,18036181,12,128,6.4,12MP,6000,Android,2.4,2024-04-06 00:00:00,True,Daily
457,OnePlus Note 9,OnePlus,14061618,16,256,5.5,12MP,4500,Android,2.3,2019-10-05 00:00:00,False,Gaming
458,OnePlus Pro 10,OnePlus,7805243,8,512,6.8,12MP,6000,Android,3.1,2021-09-10 00:00:00,True,Daily
459,OnePlus Pro 11,OnePlus,14246960,8,64,6.8,48MP,6000,Android,4.2,3/20/2024,False,Daily
460,OnePlus Pro 12,OnePlus,14154141,4,512,6.1,108MP,6000,Android,1.8,2019-11-05 00:00:00,True,Photographer
461,OnePlus Pro 12,OnePlus,19530478,8,64,6.5,108MP,4500,Android,2.2,10/26/2020,True,Photographer
462,OnePlus Pro 14,OnePlus,5398372,6,256,6.7,64MP,4000,Android,1.3,2020-01-08 00:00:00,False,Photographer
463,OnePlus Pro 14,OnePlus,18564598,6,256,6.8,108MP,5000,Android,4.9,8/22/2020,False,Photographer
464,OnePlus Pro 16,OnePlus,13282620,12,128,6.7,12MP,5000,Android,4.0,2019-02-11 00:00:00,True,Gaming
465,OnePlus Pro 16,OnePlus,9785374,6,64,6.1,108MP,5000,Android,4.9,7/23/2023,False,Photographer
466,OnePlus Pro 16,OnePlus,18009434,8,512,5.5,50MP,6000,Android,3.1,10/26/2023,True,Daily
467,OnePlus Pro 17,OnePlus,24616017,16,256,6.4,50MP,6000,Android,4.1,3/17/2023,False,Gaming
468,OnePlus Pro 17,OnePlus,16955792,4,128,6.8,64MP,4000,Android,1.8,7/14/2021,False,Photographer
469,OnePlus Pro 17,OnePlus,15372547,16,256,6.4,108MP,4500,Android,4.0,12/16/2023,True,Photographer
470,OnePlus Pro 19,OnePlus,14550492,16,64,6.7,64MP,6000,Android,3.5,2021-12-06 00:00:00,True,Gaming
471,OnePlus Pro 21,OnePlus,23314766,4,256,6.5,50MP,4000,Android,1.9,2020-11-11 00:00:00,True,Photographer
472,OnePlus Pro 22,OnePlus,8170046,16,64,6.4,48MP,4500,Android,3.4,6/19/2019,True,Gaming
473,OnePlus Pro 23,OnePlus,12066347,8,128,6.5,12MP,6000,Android,1.7,3/16/2022,True,Daily
474,OnePlus Pro 23,OnePlus,8138352,4,512,6.4,50MP,4500,Android,2.9,9/22/2021,False,Photographer
